Nama;Gender;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Lana Matthews;Pria;Kos;Belum;Orang Tua;2008;Tangerang;UKM_4;Ya;3,5;FISIP
Lana Richards;Wanita;NA;Belum;Beasiswa;2008;Jakarta;UKM_4;Ya;6;FIKOM
Lana Speed;Pria;NA;Bekerja;NA;2009;Serang;Tidak;Tidak;5;FISIP
Lana Tait;Pria;NA;Belum;NA;2009;Tangerang;UKM_2;Tidak;6,5;FT
Lara Brock;Pria;Kos;Bekerja;Beasiswa;2008;Jakarta;UKM_2;Ya;5,5;DKV
Lara Craig;Wanita;Kos;Bekerja;Orang Tua;2008;Serang;Tidak;Ya;6;FT
Lara Emerson;Pria;Orang Tua;Bekerja;Beasiswa;2007;Jakarta;UKM_3;Tidak;4;FTI
Lara Franks;Pria;Orang Tua;Bekerja;NA;2007;Tangerang;UKM_3;Tidak;7;FIKOM
Lara Jobson;Wanita;Kos;Belum;NA;2008;Jakarta;UKM_1;Tidak;3,5;FISIP
Lara Michael;Wanita;NA;Belum;Orang Tua;2009;Serang;UKM_3;Tidak;3,5;FISIP
Lara Morris;Wanita;Orang Tua;Belum;Orang Tua;2008;Serang;UKM_4;Ya;4,5;FTI
Lara Riley;Wanita;Kos;Bekerja;NA;2007;Tangerang;UKM_3;Tidak;7;FT
Lara Sherry;Pria;Kos;Belum;NA;2007;Karawang;UKM_4;Tidak;4,5;FT
Lara Sinclair;Wanita;Orang Tua;Belum;Orang Tua;2007;Tangerang;UKM_4;Tidak;7;DKV
Lara Todd;Wanita;Orang Tua;Belum;Orang Tua;2007;Bekasi;UKM_2;Ya;7;FIKOM
Lauren Ashwell;Wanita;Orang Tua;Bekerja;NA;2009;Bogor;Tidak;Ya;6;FT
Lauren Brown;Wanita;NA;Bekerja;NA;2009;Bekasi;UKM_3;Ya;6;FTI
Lauren Fields;Pria;Kos;Bekerja;Beasiswa;2009;Serang;UKM_3;Tidak;6;FIKOM
Lauren Glynn;Pria;NA;Belum;Orang Tua;2007;Serang;UKM_4;Ya;3,5;FTI
Lauren Oakley;Pria;Kos;Belum;Beasiswa;2007;Bekasi;UKM_2;Tidak;6;FT
Lauren Redfern;Pria;Kos;Bekerja;Beasiswa;2007;Serang;UKM_3;Tidak;3,5;FT
Lauren Richardson;Pria;NA;Belum;Beasiswa;2007;Jakarta;UKM_4;Tidak;3,5;DKV
Lauren Rivers;Wanita;Kos;Belum;NA;2009;Serang;Tidak;Tidak;3,5;FTI
Lauren Rosenbloom;Pria;Kos;Bekerja;Orang Tua;2009;Bogor;UKM_2;Tidak;3,5;DKV
Lauren Tyrrell;Wanita;Kos;Bekerja;Beasiswa;2008;Tangerang;UKM_2;Tidak;6,5;FIKOM
Lauren Warden;Pria;Kos;Belum;Orang Tua;2009;Jakarta;UKM_1;Ya;5,5;FTI
Leah Archer;Pria;Orang Tua;Bekerja;NA;2007;Karawang;UKM_1;Tidak;6,5;FTI
Leah Bradshaw;Pria;Kos;Belum;Beasiswa;2008;Bekasi;UKM_4;Ya;4,5;DKV
Leah Broomfield;Pria;Orang Tua;Belum;Beasiswa;2007;Bogor;UKM_4;Tidak;5,5;FISIP
Leah Burnley;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Bekasi;UKM_4;Tidak;4,5;FISIP
Leah Chadwick;Wanita;Kos;Bekerja;Orang Tua;2007;Tangerang;UKM_4;Ya;4,5;FTI
Leah Greenwood;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_1;Ya;5,5;DKV
Leah Hall;Wanita;Orang Tua;Belum;Orang Tua;2009;Bogor;UKM_4;Ya;5;DKV
Leah Hudson;Wanita;Orang Tua;Belum;NA;2009;Jakarta;UKM_4;Tidak;5,5;FT
Leah King;Wanita;NA;Belum;Beasiswa;2007;Tangerang;UKM_4;Ya;6;FIKOM
Leah Lynch;Pria;NA;Bekerja;Beasiswa;2008;Tangerang;UKM_1;Ya;7;FISIP
Leah Noon;Pria;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;Tidak;Tidak;7;FT
Leah Olson;Wanita;NA;Bekerja;Beasiswa;2008;Jakarta;UKM_3;Ya;3,5;FIKOM
Leah Rehman;Wanita;NA;Bekerja;Beasiswa;2008;Karawang;UKM_2;Tidak;3,5;FTI
Leah Tate;Pria;Orang Tua;Bekerja;Beasiswa;2009;Jakarta;Tidak;Ya;5,5;FISIP
Leah Tyrrell;Pria;NA;Belum;Beasiswa;2009;Bekasi;UKM_2;Ya;6,5;FIKOM
Leah Verdon;Pria;NA;Bekerja;Orang Tua;2007;Bekasi;UKM_4;Tidak;6;FIKOM
Leah Yard;Pria;NA;Bekerja;Orang Tua;2008;Serang;UKM_1;Tidak;5;DKV
Leanne Amstead;Pria;NA;Belum;NA;2008;Jakarta;UKM_4;Ya;3,5;FT
Leanne Collingwood;Pria;Orang Tua;Bekerja;Orang Tua;2009;Serang;UKM_1;Tidak;4;DKV
Leanne Everett;Pria;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_2;Tidak;6,5;FT
Leanne Faulkner;Wanita;NA;Belum;NA;2007;Serang;UKM_2;Ya;4;FIKOM
Leanne Higgs;Pria;Orang Tua;Belum;Beasiswa;2008;Tangerang;UKM_1;Tidak;3,5;DKV
Leanne Mason;Wanita;Orang Tua;Belum;Beasiswa;2008;Bogor;Tidak;Ya;5;FIKOM
Leanne Morgan;Wanita;Kos;Belum;Beasiswa;2008;Bogor;UKM_3;Ya;5,5;FISIP
Leanne Redfern;Pria;Orang Tua;Bekerja;Beasiswa;2008;Jakarta;UKM_1;Tidak;5,5;FISIP
Leanne Swan;Wanita;Orang Tua;Bekerja;NA;2008;Jakarta;UKM_3;Ya;6;FISIP
Leilani Adler;Pria;NA;Belum;NA;2007;Bekasi;UKM_4;Ya;5;FIKOM
Leilani Carter;Wanita;NA;Bekerja;Orang Tua;2009;Karawang;UKM_3;Tidak;6,5;FISIP
Leilani Cork;Pria;Orang Tua;Belum;Beasiswa;2009;Serang;UKM_3;Ya;6;FT
Leilani Davies;Pria;Orang Tua;Bekerja;Beasiswa;2008;Tangerang;UKM_4;Ya;3,5;DKV
Leilani Hudson;Pria;NA;Belum;NA;2007;Bekasi;UKM_3;Ya;6;FT
Leilani Khan;Wanita;NA;Bekerja;Orang Tua;2008;Bekasi;UKM_3;Tidak;5,5;FTI
Leilani Lane;Wanita;Orang Tua;Belum;Beasiswa;2009;Tangerang;UKM_3;Tidak;4;FTI
Leilani Lloyd;Pria;Kos;Belum;Orang Tua;2007;Serang;UKM_4;Ya;3,5;FISIP
Leilani Lowe;Wanita;NA;Belum;NA;2008;Bekasi;Tidak;Tidak;4;FT
Leilani Mcgee;Wanita;Orang Tua;Belum;Beasiswa;2007;Tangerang;UKM_3;Tidak;6;FTI
Leilani Pierce;Wanita;Kos;Bekerja;NA;2007;Bogor;UKM_1;Ya;4,5;FIKOM
Leilani Quinnell;Pria;NA;Bekerja;NA;2009;Serang;UKM_4;Tidak;3,5;FIKOM
Leilani Simpson;Pria;Orang Tua;Belum;Beasiswa;2007;Jakarta;UKM_3;Tidak;3,5;FTI
Leilani Thomson;Pria;Orang Tua;Belum;NA;2008;Bekasi;UKM_2;Ya;5;FISIP
Leilani Umney;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Bogor;UKM_1;Ya;6,5;FISIP
Leilani Warren;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Bogor;UKM_2;Tidak;7;FIKOM
Leilani Watt;Pria;Kos;Belum;NA;2008;Tangerang;UKM_3;Tidak;7;FTI
Leilani White;Pria;NA;Bekerja;Orang Tua;2007;Karawang;UKM_4;Ya;5;FISIP
Leroy Allington;Wanita;NA;Bekerja;Orang Tua;2008;Tangerang;UKM_4;Ya;4,5;FISIP
Leroy Baker;Pria;Orang Tua;Bekerja;Beasiswa;2009;Bogor;UKM_1;Tidak;6,5;FT
Leroy Barclay;Wanita;NA;Belum;Beasiswa;2007;Bogor;UKM_2;Tidak;3,5;FISIP
Leroy Bright;Wanita;NA;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Ya;6;FIKOM
Leroy Clark;Pria;Orang Tua;Bekerja;Beasiswa;2008;Karawang;UKM_1;Ya;3,5;FIKOM
Leroy Collis;Pria;Kos;Bekerja;Orang Tua;2009;Bogor;UKM_1;Tidak;5,5;FTI
Leroy Ebbs;Pria;Orang Tua;Belum;NA;2009;Tangerang;UKM_2;Tidak;3,5;FT
Leroy Goodman;Pria;Kos;Bekerja;NA;2008;Serang;Tidak;Tidak;6,5;FIKOM
Leroy Hall;Pria;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_3;Ya;5,5;FIKOM
Leroy Harris;Pria;Kos;Bekerja;NA;2009;Bekasi;UKM_3;Tidak;5;FISIP
Leroy Hill;Pria;Orang Tua;Bekerja;NA;2007;Jakarta;Tidak;Ya;5,5;FISIP
Leroy Holmes;Pria;NA;Belum;Orang Tua;2008;Karawang;UKM_1;Tidak;4;FTI
Leroy Hope;Pria;Kos;Bekerja;Orang Tua;2008;Bekasi;UKM_4;Ya;5,5;FIKOM
Leroy Ianson;Wanita;Kos;Belum;Orang Tua;2008;Tangerang;Tidak;Tidak;4,5;FTI
Leroy Jeffery;Wanita;Kos;Bekerja;NA;2009;Bogor;UKM_2;Tidak;5;DKV
Leroy Kelly;Wanita;NA;Belum;NA;2009;Tangerang;UKM_2;Ya;5,5;DKV
Leroy Lakey;Wanita;Kos;Bekerja;NA;2008;Jakarta;Tidak;Tidak;4;FT
Leroy Lee;Pria;NA;Belum;Beasiswa;2007;Bogor;UKM_2;Ya;6,5;FIKOM
Leroy Little;Wanita;NA;Bekerja;Beasiswa;2008;Jakarta;UKM_2;Ya;4;FT
Leroy Miller;Pria;Kos;Belum;Orang Tua;2009;Karawang;Tidak;Tidak;4,5;FISIP
Leroy Nayler;Pria;NA;Belum;Orang Tua;2009;Tangerang;UKM_4;Tidak;6;FIKOM
Leroy Neal;Pria;NA;Belum;Beasiswa;2009;Bekasi;UKM_2;Tidak;7;FT
Leroy Pearce;Wanita;Kos;Belum;NA;2008;Serang;UKM_4;Ya;6;DKV
Leroy Purvis;Pria;Kos;Bekerja;Orang Tua;2009;Serang;UKM_3;Tidak;6;FT
Leroy Radcliffe;Wanita;Kos;Belum;Beasiswa;2009;Jakarta;Tidak;Ya;6,5;DKV
Leroy Scott;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;Tidak;Tidak;7;FTI
Leroy Simpson;Wanita;NA;Belum;Beasiswa;2007;Jakarta;UKM_4;Tidak;7;FIKOM
Leroy Skinner;Pria;Kos;Belum;Orang Tua;2009;Tangerang;UKM_2;Ya;4;FT
Leroy Slater;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Jakarta;UKM_4;Tidak;7;FISIP
Leroy Sloan;Wanita;Orang Tua;Belum;Beasiswa;2008;Bekasi;UKM_3;Ya;7;FT
Leroy Smith;Pria;NA;Belum;Orang Tua;2007;Serang;UKM_4;Ya;4,5;FT
Leroy Sylvester;Wanita;NA;Bekerja;Orang Tua;2007;Karawang;UKM_4;Ya;4,5;FT
Leroy Uttley;Pria;NA;Belum;Orang Tua;2007;Bogor;UKM_1;Ya;4,5;FT
Leroy Welsch;Pria;Orang Tua;Belum;Orang Tua;2007;Tangerang;UKM_4;Tidak;7;FIKOM
Leroy White;Wanita;Kos;Belum;NA;2007;Bekasi;UKM_3;Tidak;6;FISIP
Leroy Wilkinson;Pria;NA;Bekerja;NA;2007;Karawang;UKM_3;Tidak;4;FTI
Leroy Wilson;Wanita;NA;Bekerja;NA;2008;Jakarta;UKM_1;Tidak;7;FIKOM
Leroy Wood;Pria;Kos;Bekerja;Beasiswa;2007;Bogor;UKM_3;Ya;4;FT
Leslie Bullock;Wanita;NA;Belum;NA;2008;Tangerang;UKM_4;Ya;4,5;FISIP
Leslie Chappell;Wanita;NA;Bekerja;NA;2009;Bogor;Tidak;Ya;6;DKV
Leslie Henderson;Pria;NA;Bekerja;Beasiswa;2009;Bekasi;UKM_3;Tidak;5,5;FTI
Leslie Owens;Pria;Orang Tua;Bekerja;NA;2009;Bogor;UKM_3;Ya;5;FTI
Leslie Quinnell;Pria;NA;Bekerja;NA;2008;Bogor;UKM_1;Tidak;5;FTI
Leslie Talbot;Pria;Orang Tua;Belum;Beasiswa;2007;Tangerang;UKM_4;Tidak;4;FIKOM
Leslie Uttley;Wanita;Kos;Bekerja;Beasiswa;2007;Jakarta;Tidak;Tidak;4,5;FISIP
Leslie Watt;Wanita;NA;Bekerja;NA;2009;Karawang;UKM_1;Ya;5;FTI
Lexi Abbey;Wanita;NA;Belum;Orang Tua;2008;Bekasi;UKM_2;Ya;3,5;FT
Lexi Callan;Pria;NA;Belum;NA;2007;Bogor;UKM_4;Ya;4,5;DKV
Lexi Cooper;Pria;Orang Tua;Bekerja;Beasiswa;2009;Tangerang;UKM_3;Ya;3,5;FISIP
Lexi Curtis;Wanita;Kos;Bekerja;Orang Tua;2007;Jakarta;UKM_4;Tidak;6,5;FISIP
Lexi Dickson;Wanita;NA;Belum;Orang Tua;2008;Bogor;UKM_1;Ya;5;FIKOM
Lexi Donovan;Wanita;Orang Tua;Belum;Beasiswa;2007;Karawang;UKM_1;Ya;5,5;DKV
Lexi Eaton;Wanita;Orang Tua;Belum;Beasiswa;2009;Bekasi;UKM_4;Ya;6;FTI
Lexi Egerton;Pria;Orang Tua;Belum;Beasiswa;2008;Jakarta;Tidak;Ya;5;FT
Lexi Forester;Wanita;NA;Bekerja;Orang Tua;2009;Karawang;UKM_2;Ya;5;FISIP
Lexi Maxwell;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;Tidak;Ya;6,5;FISIP
Lexi Nanton;Wanita;Kos;Belum;Beasiswa;2009;Bekasi;UKM_4;Tidak;6,5;FIKOM
Lexi Nicholls;Pria;NA;Bekerja;Beasiswa;2007;Bekasi;UKM_4;Tidak;6;FT
Lexi Oliver;Wanita;Kos;Bekerja;NA;2007;Karawang;Tidak;Tidak;5;FT
Lexi Palmer;Wanita;Orang Tua;Belum;Beasiswa;2009;Tangerang;UKM_2;Tidak;7;FIKOM
Lexi Rehman;Wanita;Kos;Bekerja;Orang Tua;2009;Jakarta;UKM_4;Ya;5;FT
Lexi Reyes;Pria;NA;Bekerja;Beasiswa;2007;Bogor;UKM_4;Tidak;4;FT
Lexi Robertson;Wanita;Kos;Bekerja;Orang Tua;2008;Jakarta;UKM_4;Tidak;5,5;FTI
Lexi Snell;Pria;NA;Belum;Orang Tua;2008;Serang;UKM_4;Ya;6,5;DKV
Lexi Townend;Pria;Kos;Bekerja;Orang Tua;2009;Bekasi;Tidak;Tidak;4,5;FTI
Lexi Vince;Pria;Orang Tua;Bekerja;Beasiswa;2008;Jakarta;UKM_4;Ya;7;FISIP
Lexi Vincent;Wanita;NA;Belum;NA;2009;Serang;UKM_2;Tidak;5;FTI
Lexi Ward;Pria;Kos;Belum;Beasiswa;2009;Bogor;UKM_2;Ya;3,5;FTI
Liam Adler;Wanita;NA;Bekerja;Orang Tua;2009;Karawang;Tidak;Ya;4;FT
Liam Anderson;Pria;NA;Bekerja;Beasiswa;2007;Jakarta;UKM_1;Tidak;5,5;DKV
Liam Bowen;Pria;Orang Tua;Belum;Orang Tua;2008;Karawang;UKM_1;Ya;6;FIKOM
Liam Brooks;Pria;Kos;Belum;Orang Tua;2008;Tangerang;UKM_4;Tidak;6;FTI
Liam Brown;Wanita;Orang Tua;Belum;Beasiswa;2009;Serang;Tidak;Tidak;5,5;DKV
Liam Bullock;Wanita;Kos;Belum;Orang Tua;2007;Bekasi;UKM_1;Ya;6,5;DKV
Liam Dempsey;Pria;Kos;Belum;Beasiswa;2009;Jakarta;Tidak;Tidak;5,5;FISIP
Liam Dillon;Wanita;Kos;Bekerja;Orang Tua;2008;Bogor;UKM_4;Tidak;6;FISIP
Liam Ebden;Wanita;NA;Bekerja;NA;2009;Bogor;UKM_2;Ya;5;FTI
Liam Emerson;Pria;Orang Tua;Bekerja;NA;2008;Serang;Tidak;Tidak;5;FISIP
Liam Funnell;Wanita;Kos;Bekerja;NA;2008;Bogor;UKM_4;Ya;6,5;DKV
Liam Furnell;Pria;Kos;Bekerja;Orang Tua;2008;Karawang;Tidak;Ya;4;FT
Liam Gavin;Pria;Kos;Belum;NA;2007;Karawang;Tidak;Tidak;4,5;FIKOM
Liam Gibson;Pria;NA;Bekerja;NA;2007;Bekasi;UKM_1;Ya;5;FISIP
Liam Heaton;Wanita;NA;Belum;NA;2008;Jakarta;UKM_1;Ya;7;FISIP
Liam Hewitt;Pria;NA;Bekerja;Orang Tua;2008;Serang;UKM_4;Ya;3,5;DKV
Liam Hill;Pria;Kos;Bekerja;Beasiswa;2007;Karawang;UKM_2;Tidak;5;FISIP
Liam Hobbs;Pria;NA;Belum;Beasiswa;2008;Tangerang;UKM_2;Tidak;5;FT
Liam Horton;Pria;NA;Bekerja;Beasiswa;2008;Bekasi;UKM_4;Ya;5;FIKOM
Liam Kerr;Pria;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_2;Ya;4;FISIP
Liam Lane;Wanita;Orang Tua;Belum;Beasiswa;2008;Bekasi;UKM_4;Ya;7;FT
Liam Lee;Wanita;Kos;Bekerja;NA;2009;Jakarta;UKM_4;Tidak;4,5;FTI
Liam Lomax;Pria;Orang Tua;Belum;NA;2007;Karawang;UKM_3;Tidak;6;FISIP
Liam Mcgregor;Pria;NA;Bekerja;Beasiswa;2008;Bogor;UKM_2;Tidak;6;FIKOM
Liam Mitchell;Pria;NA;Belum;NA;2009;Serang;UKM_1;Ya;4,5;FIKOM
Liam Mullins;Pria;Orang Tua;Belum;Orang Tua;2007;Serang;UKM_1;Tidak;6,5;FT
Liam Myatt;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Bogor;Tidak;Ya;7;FT
Liam Oatway;Wanita;Kos;Bekerja;Beasiswa;2007;Jakarta;UKM_1;Tidak;3,5;FTI
Liam Osman;Pria;NA;Bekerja;NA;2009;Tangerang;UKM_3;Tidak;6,5;FTI
Liam Owens;Wanita;Kos;Belum;Orang Tua;2008;Karawang;UKM_3;Tidak;3,5;FT
Liam Parker;Wanita;Kos;Belum;Beasiswa;2007;Karawang;UKM_4;Ya;6;FTI
Liam Randall;Pria;Kos;Belum;NA;2007;Karawang;UKM_1;Tidak;4,5;FTI
Liam Redfern;Pria;Orang Tua;Belum;NA;2008;Serang;Tidak;Ya;5,5;FT
Liam Reid;Pria;NA;Belum;NA;2009;Tangerang;UKM_2;Tidak;4,5;FT
Liam Ripley;Pria;Orang Tua;Belum;NA;2009;Bogor;UKM_4;Tidak;7;FIKOM
Liam Robertson;Pria;Orang Tua;Belum;Beasiswa;2007;Tangerang;UKM_4;Ya;5;FIKOM
Liam Rogan;Pria;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_1;Tidak;6,5;FTI
Liam Rose;Pria;Kos;Belum;Beasiswa;2008;Jakarta;UKM_2;Tidak;5;FTI
Liam Rowe;Pria;NA;Bekerja;Beasiswa;2007;Jakarta;UKM_2;Ya;5,5;DKV
Liam Salt;Pria;NA;Bekerja;Orang Tua;2008;Karawang;UKM_2;Ya;4,5;FTI
Liam Shaw;Pria;Orang Tua;Belum;Beasiswa;2009;Jakarta;UKM_2;Tidak;5,5;FIKOM
Liam Sheldon;Wanita;Kos;Belum;Orang Tua;2007;Serang;UKM_1;Tidak;4;FTI
Liam Shelton;Pria;NA;Bekerja;Beasiswa;2008;Karawang;UKM_3;Tidak;7;FIKOM
Liam Tait;Pria;Orang Tua;Belum;NA;2008;Jakarta;UKM_1;Ya;7;FTI
Liam Thomas;Wanita;NA;Bekerja;Beasiswa;2009;Tangerang;UKM_4;Ya;5;FISIP
Liam Uddin;Pria;NA;Bekerja;Orang Tua;2007;Jakarta;UKM_1;Tidak;3,5;FT
Liam Vollans;Pria;Orang Tua;Belum;Orang Tua;2009;Karawang;UKM_4;Tidak;5,5;FIKOM
Liam Walsh;Wanita;NA;Bekerja;Orang Tua;2007;Serang;UKM_4;Ya;6,5;FIKOM
Liam Williams;Pria;Kos;Belum;NA;2009;Karawang;UKM_2;Tidak;5,5;FTI
Liam Windsor;Pria;Orang Tua;Bekerja;Orang Tua;2007;Karawang;UKM_2;Ya;6;FIKOM
Liam Woodley;Pria;NA;Bekerja;Beasiswa;2009;Bogor;Tidak;Ya;3,5;FIKOM
Liam Woods;Pria;Kos;Belum;Orang Tua;2007;Serang;UKM_3;Tidak;7;FT
Liam Wren;Pria;Kos;Bekerja;Orang Tua;2008;Bekasi;Tidak;Tidak;5;FTI
Liliana Baxter;Pria;NA;Belum;Orang Tua;2009;Tangerang;Tidak;Ya;6;DKV
Liliana Bullock;Pria;Kos;Bekerja;NA;2009;Karawang;Tidak;Tidak;4;DKV
Liliana Evans;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Tangerang;UKM_3;Tidak;3,5;FIKOM
Liliana Hale;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Karawang;UKM_1;Ya;6,5;FT
Liliana Hilton;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Bekasi;UKM_3;Tidak;5;FIKOM
Liliana Middleton;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Bogor;UKM_3;Tidak;4;FT
Liliana Moran;Wanita;Orang Tua;Belum;Beasiswa;2008;Bekasi;Tidak;Tidak;5;FT
Liliana Reid;Wanita;NA;Bekerja;Orang Tua;2008;Jakarta;Tidak;Tidak;3,5;DKV
Liliana Richardson;Pria;NA;Belum;Orang Tua;2009;Bogor;Tidak;Tidak;4;FISIP
Liliana Rivers;Wanita;NA;Bekerja;Beasiswa;2007;Serang;UKM_1;Tidak;4;FTI
Liliana Stone;Pria;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_3;Tidak;6,5;FIKOM
Liliana Stubbs;Wanita;Orang Tua;Belum;Orang Tua;2008;Karawang;UKM_2;Tidak;5,5;FISIP
Liliana Thatcher;Wanita;Kos;Belum;NA;2009;Serang;UKM_4;Tidak;4;FTI
Liliana Vass;Wanita;Kos;Belum;Orang Tua;2008;Serang;UKM_1;Ya;6,5;FISIP
Liliana Wilson;Pria;Kos;Bekerja;Orang Tua;2009;Bogor;UKM_3;Ya;6;FISIP
Lillian Campbell;Pria;Kos;Bekerja;Orang Tua;2008;Bekasi;UKM_4;Tidak;6,5;FTI
Lillian Clifford;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Tangerang;UKM_1;Tidak;5,5;FISIP
Lillian Cunningham;Wanita;NA;Belum;Beasiswa;2009;Karawang;UKM_3;Tidak;7;FTI
Lillian Dickson;Wanita;NA;Belum;Orang Tua;2009;Bekasi;Tidak;Tidak;7;FT
Lillian Eddison;Wanita;Orang Tua;Belum;NA;2008;Bogor;UKM_1;Tidak;4,5;FISIP
Lillian Jenkin;Pria;Kos;Bekerja;Orang Tua;2009;Bogor;UKM_2;Tidak;7;FT
Lillian Matthews;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Karawang;UKM_2;Tidak;7;FISIP
Lillian Morgan;Wanita;Orang Tua;Belum;NA;2008;Tangerang;Tidak;Tidak;7;FT
Lillian Pearce;Pria;Kos;Belum;Orang Tua;2009;Bogor;UKM_4;Ya;6;FT
Lillian Ranks;Wanita;Orang Tua;Belum;NA;2007;Bogor;UKM_3;Ya;7;FIKOM
Lillian Shelton;Pria;Orang Tua;Belum;Orang Tua;2008;Bogor;UKM_4;Tidak;3,5;FISIP
Lillian Wise;Pria;Kos;Bekerja;NA;2007;Serang;Tidak;Tidak;6;DKV
Lily Amstead;Wanita;Kos;Bekerja;Beasiswa;2008;Serang;UKM_2;Ya;6;FT
Lily Bishop;Wanita;NA;Bekerja;Orang Tua;2008;Karawang;UKM_2;Ya;3,5;FIKOM
Lily Blackwall;Wanita;NA;Bekerja;NA;2008;Jakarta;Tidak;Tidak;4,5;FISIP
Lily Boden;Wanita;NA;Belum;Orang Tua;2007;Tangerang;Tidak;Ya;5,5;FIKOM
Lily Craig;Pria;Orang Tua;Bekerja;Beasiswa;2008;Tangerang;Tidak;Ya;4,5;FTI
Lily Hall;Wanita;Orang Tua;Belum;Beasiswa;2009;Tangerang;UKM_4;Ya;6;FT
Lily Hilton;Pria;Kos;Bekerja;Beasiswa;2007;Bekasi;UKM_2;Ya;4,5;DKV
Lily Latham;Wanita;NA;Bekerja;Orang Tua;2007;Jakarta;UKM_4;Tidak;3,5;FIKOM
Lily Lloyd;Wanita;Orang Tua;Belum;Beasiswa;2008;Tangerang;UKM_1;Tidak;6,5;DKV
Lily Middleton;Pria;NA;Belum;Beasiswa;2009;Karawang;UKM_1;Ya;6,5;FTI
Lily Moore;Pria;Orang Tua;Bekerja;NA;2007;Tangerang;UKM_1;Ya;4;FTI
Lily Nurton;Pria;NA;Bekerja;NA;2008;Jakarta;UKM_3;Tidak;7;FIKOM
Lily Richards;Wanita;Orang Tua;Bekerja;NA;2007;Bogor;UKM_3;Ya;5;FIKOM
Lily Utterson;Pria;Kos;Belum;Beasiswa;2008;Karawang;UKM_4;Tidak;4;FT
Lindsay Abbey;Wanita;Orang Tua;Belum;Orang Tua;2008;Karawang;Tidak;Tidak;5,5;DKV
Lindsay Appleton;Pria;Kos;Belum;Orang Tua;2008;Bekasi;UKM_3;Tidak;7;DKV
Lindsay Brown;Wanita;Orang Tua;Belum;NA;2009;Bekasi;UKM_1;Ya;6;FT
Lindsay Downing;Wanita;NA;Belum;Beasiswa;2009;Tangerang;Tidak;Tidak;6,5;DKV
Lindsay Franks;Pria;NA;Belum;NA;2009;Bekasi;UKM_2;Ya;4,5;FISIP
Lindsay Hancock;Pria;Kos;Belum;NA;2009;Jakarta;UKM_4;Tidak;3,5;FIKOM
Lindsay King;Pria;Kos;Bekerja;Orang Tua;2007;Bekasi;UKM_1;Tidak;3,5;FISIP
Lindsay Lucas;Pria;Orang Tua;Bekerja;Orang Tua;2008;Karawang;UKM_3;Tidak;5,5;DKV
Lindsay Lynch;Pria;NA;Bekerja;NA;2008;Tangerang;Tidak;Ya;6;FTI
Lindsay Morris;Pria;NA;Bekerja;NA;2007;Serang;UKM_2;Ya;4;FIKOM
Lindsay Poole;Pria;NA;Belum;Beasiswa;2007;Tangerang;Tidak;Ya;6,5;FIKOM
Lindsay Purvis;Pria;Orang Tua;Bekerja;Orang Tua;2009;Serang;Tidak;Tidak;5;FT
Lindsay Ross;Wanita;NA;Bekerja;NA;2008;Bekasi;UKM_2;Ya;6,5;FTI
Lindsay Selby;Wanita;Kos;Bekerja;Orang Tua;2007;Jakarta;UKM_4;Ya;6,5;FISIP
Lindsay Vince;Pria;NA;Belum;Beasiswa;2007;Bogor;UKM_2;Tidak;7;FIKOM
Lindsay Wilson;Wanita;Kos;Bekerja;Orang Tua;2007;Bogor;UKM_3;Ya;3,5;DKV
Liv Bennett;Pria;NA;Bekerja;Orang Tua;2009;Serang;UKM_2;Tidak;7;DKV
Liv Boden;Pria;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_4;Ya;6,5;FISIP
Liv Brock;Wanita;Kos;Bekerja;Orang Tua;2008;Bekasi;Tidak;Tidak;5,5;FTI
Liv Brooks;Wanita;Kos;Belum;NA;2009;Bekasi;UKM_3;Ya;5,5;DKV
Liv Ebden;Wanita;Kos;Belum;Orang Tua;2009;Bekasi;UKM_1;Ya;4,5;FIKOM
Liv Graham;Pria;NA;Belum;Orang Tua;2007;Jakarta;Tidak;Ya;4,5;FIKOM
Liv Harrison;Wanita;Kos;Belum;NA;2008;Bekasi;UKM_3;Tidak;6;FT
